"RiskAversion"	"PainAvoidance_low"	"PainAvoidance_med"	"PainAvoidance_high"	"tau"
0.0203151666105319	0.066222719620397	0.460545712962182	1.99266978735508	9.88688186789222
0.356626452947246	0.306254726865536	0.865515850188337	2.05889810966095	14.6428915387394
0.699030992270484	0.533256532436773	0.941614246663523	1.65989322839081	10.2443839050437
0.720279790421315	0.0620399280223214	0.709167750298381	0.632422684791403	7.83367158931516
0.659193166117417	0.00270080987480746	0.419096163596242	1.99524281513535	13.5785191212729
0.942427027006797	0.324385515719857	0.453444145549201	0.937722454063125	9.57717044470717
1.04730027288488	0.219592112019484	0.841886946894351	1.57181528277847	13.9174491363373
0.174115819645069	0.213612061915815	0.209551849222515	0.96157399103618	12.2853706836426
0.00418443466027107	0.141076873746555	0.643322282080592	1.02814934362036	3.57516841695824
0.610116542190179	0.187128688140749	0.45338316605794	0.634656385388021	8.67186153159782
1.41705517548273	0.131530463189863	0.617748861654801	1.40328243468786	10.7286458651692
0.920862615611405	0.127858782113195	0.0755044419226504	1.63576584927012	15.2510353575028
1.07781051362802	0.154259692761249	0.0909405801496381	1.80276877896364	14.0808172418867
1.38301417847421	0.0033776899207614	0.609451645242025	1.14909080847686	6.24378505692323
0.231541209056132	0.193381321922663	1.21494137947644	1.21658050391102	11.3255899621478
1.42076773862572	0.16146125809051	0.636515585216604	1.72121084965924	5.59617377364667
1.1297358754275	0.22942710554224	0.613777488914296	0.726909818803	12.5503988719111
0.240827858909943	0.106370403720362	0.688732419784353	1.17226292807085	14.757038551779
0.178972518312013	0.0639813074782111	0.700997511133356	1.98489143275403	8.33553591404287
0.302963885776706	0.196020339336927	0.382096475642022	1.34996967273324	8.17469000755626
0.629814180755249	0.383424447150079	0.547150531191464	1.07189309279278	6.40293349211952
0.383895655917667	0.0814492831172558	0.58584819066119	2.34406941181666	4.32916166729435
0.405984812107354	0.276384592933788	0.415592016870824	1.67942583195812	9.52190257805601
0.383915044989257	0.451498897292135	0.636790096822782	1.60142584062815	6.11195566256174
1.64936270700263	0.152753060968717	0.497170050239318	0.598059689295858	14.9599998228206
0.0842421355449702	0.14065504661421	0.684194317473106	0.861142547739211	8.75466973945464
0.255088635462081	0.143582680267473	0.528665014501981	0.962659061915934	6.64529323722641
0.455681505067339	0.215113290172639	1.20366115993774	1.27513384139268	10.3962465215526
0.958512229878792	0.0165638494601597	0.824178339248281	1.01649171021713	10.1216364509337
1.20207736585204	0.000155589614112023	0.879725925702123	1.41363209894798	6.46284352947108
0.576890733651919	0.204194789761402	0.411543335518278	1.29107623634846	14.4977863095352
0.360908456844742	0.0602405712322478	0.0507118566409835	1.21228156762892	10.3783234085106
0.271717667017014	0.173655060200657	0.82430560193034	1.40446022845918	13.2670421365522
1.12533995418838	0.307779001449743	1.08006506367462	0.861839897050001	10.0020506706102
0.920528806292222	0.164098335796309	0.359042785381986	0.499967611528508	5.71013431145234
